idx,can_id,candidate,topic,value
1594,80,Todd Young,15,5
1595,80,Todd Young,16,-5
1596,80,Todd Young,17,5
1597,80,Todd Young,18,5
1598,80,Todd Young,19,-2.5
1599,80,Todd Young,20,5
1600,81,Wendy Long,1,5
1601,81,Wendy Long,2,5
1602,81,Wendy Long,3,5
1603,81,Wendy Long,4,2.5
1604,81,Wendy Long,5,5
1605,81,Wendy Long,6,0
1606,81,Wendy Long,7,2.5
1607,81,Wendy Long,8,5
1608,81,Wendy Long,9,2.5
1609,81,Wendy Long,10,5
1610,81,Wendy Long,11,5
1611,81,Wendy Long,12,5
1612,81,Wendy Long,13,-5
1613,81,Wendy Long,14,0
1614,81,Wendy Long,15,5
1615,81,Wendy Long,16,-5
1616,81,Wendy Long,17,5
1617,81,Wendy Long,18,2.5
1618,81,Wendy Long,19,5
1619,81,Wendy Long,20,2.5
